微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwqcZuVoV,伯爵，我是你的老粉丝，三万粉的时候就关注了，一直潜水，今天忍不住了，投稿求匿。我和你一样是60后，大概是以前用的太多了，我的那个老巨山坏掉了，不听话了，老婆很不满意，厨房间呯呯浜浜寻吼势，我只好装戆。我和老婆努力过好几次，都失败。但是我跟小姑娘是行的，和我年轻时没啥区别，杠杠的。...全文 ,无,2020-02-29 11:53,微博 weibo.com,397,8,123
Iwq4AhaY1,爷叔，我喜欢嫖，我花五百，村里小芳对我笑脸相迎百般温柔，我又做老爷又开心。谈恋爱，发520红包跟我翻脸，说我抠门，发1314只换来一个亲亲表情，我是又做孙子又做舔狗，谈了三个月还没啪到，钱已花了不少，没办法，我只能一边谈恋爱，一边找小芳，我是渣男吗？  ,无,2020-02-29 11:32,微博 weibo.com,512,10,158
IwpYyt5rl,伯爵，你们这年代的人可能不理解，就现在00后或者95后来说，谈恋爱和嫖娼几乎没区别的，都是一手交钱一手交逼。要说精神共鸣，个例吧！【形势变得如此惨烈了啊！0095残古来。】  ,无,2020-02-29 11:17,微博 weibo.com,333,4,110
IwlVJ0Om9,#外国人永久居留管理条例# 大家都不肯生育，这样补充劳动力最快捷，比如越南新娘这种，既帮了屌丝，又增加了人口。就是黑哥哥进来太方便了不好，不让的话，牵涉到种族歧视，台面上只能一视同仁，估计私下会控一控的。  ,无,2020-02-29 00:59,iPhone X,292,20,48
IwlAWmqeB,#中国泳协回应孙杨被禁赛# #孙杨遭禁赛8年# 感觉孙杨就是游泳界的华为。  ,无,2020-02-29 00:08,iPhone X,752,14,153
IwklZDATO,如果那个985老婆投的稿，发现老公外遇了个28岁的漂亮女人，家里女儿也不管了，对她还冷嘲热讽，不给好脸色，要不要离婚？我是一直劝女的原谅老公一次的，一时糊涂，一时叽叽痒，只要肯低头认错，就原谅吧。好多女粉还对我不满，嚷嚷必须离婚，叽叽被其他女人用过了很恶心～趁一时之快，最后苦的还...全文 ,无,2020-02-28 20:59,iPhone X,357,10,90
IwkdEx25B,伯爵你说不喜欢打游戏不抽烟不喝酒不谈恋爱不是正常男人，我不同意我在大学时就喜欢和女孩子跳拉丁，和男同学打乒乓球，对游戏抽烟喝酒真的不感兴趣。我现在就喜欢嫖，谈恋爱做什么。在我定义里吃饭看电影都不算谈恋爱，上床才算。一结婚将来离婚房子就对半开何必呢？不知道我算不算是一个好男人...全文 ,无,2020-02-28 20:38,iPhone X,524,19,85
Iwkb2Ai8U,要不要离婚？爷叔，我32岁来自三线城市，top2本硕博毕业落户上海，目前收入税后70；老婆31岁是我同乡，也是985本硕博。我们有一女孩2岁。老婆家境很差（父亲早逝 母亲再嫁，有哥哥弟弟 ），但性格老实脾气好，长得漂亮，乖巧听话。我母亲一直反对我与之结婚（我家境不错），我对抗父母跟她结婚。...全文 ,无,2020-02-28 20:32,iPhone X,1887,33,315
Iwk6xkVmH,伯爵～我92年女生，老家县城编制内，工作5年了，家里给我买了房子正在装修（县城房子便宜）。这五年来我过得一点也不开心，之前谈恋爱我三观不太好，所以都失败了，以前也给您倾诉过。去年下半年，家里介绍了一个不错的男孩子，我喜欢他的，我们谈了三个月了，未来规划是和他一起考进省城里去，他...全文 ,无,2020-02-28 20:20,iPhone X,293,5,74
Iwk1RcmmE,粉丝和粉丝之间，大家不要吵，我说的不就是对的，你说的，他说的也是，不要看到观点不同就急于反驳，要改变一个人的看法是很难的，吵也吵不出一个结果来，看我的观点，你不同意不要紧，你想想伯爵为什么会这样想的，会这样说的，思考一下。要反对，也好好说，不要气汹汹的骂娘，显得素质很差，没必要。  ,无,2020-02-28 20:09,微博 weibo.com,89,1,36
IwiDB3Ak7,我有五个在上海有别墅的朋友，说说他们的状态1）主人老家是苏北的，和老婆一起来上海创荡，老婆还比他大几岁，当时弟弟陪着哥哥去相亲，女的一眼相中了他，他老婆非常能干，在上海发了，先买了陆家嘴汤臣一品，后买了汤臣别墅，搬去别墅住了，二年后又搬了回来，还是觉得住陆家嘴方便。现在全家移民...全文 ,无,2020-02-28 16:36,微博 weibo.com,945,56,184
Iwhg0lNw1,我们几个朋友都住在卢湾，常常就约在附近，下午晒晒太阳喝杯咖啡抽根雪茄聊聊天看看漂亮小姑娘~很开心，到太阳下来了，就分手回家吃晚饭，路过熟食店买个烧鹅，或者西点房买个小方带回家。原先住在卢湾的朋友，买到外环去了，他说以后你们聚会叫我啊，就叫他了，到了晚饭前我们准备回家吃饭，外环朋...全文 ,无,2020-02-28 13:06,微博 weibo.com,149,16,67
Iwh45kZBc,说中国男人配不上中国女人，大体上我是同意的，女孩为了好看，美发厅弄头发，精心花妆，搭配衣服，甚至去医美，而男人呢，连个起码的干干净净都做不到，头发不洗，乱糟糟，胡子不刮，或者胡乱刮一刮，鼻毛露在外面也不知道剪一剪，不洗澡，酸臭~~对伐？  ,无,2020-02-28 12:36,微博 weibo.com,383,15,124
IwgWNdG8J,一样的房子，一样的小区，市中心的就比外环的要贵很多，市中心要1千万，外环是5百万，单单看小区，外环的还更新更漂亮，价格差那么多，为什么？有的说内环的教育资源好，其实，内环也有不少菜小，真正的好学校就只那么几所。有的说内环的医疗资源好，其实，你一年上几次医院？拿内环房产证的也没有...全文 ,无,2020-02-28 12:18,微博 weibo.com,265,25,125
IwgIx7Mmo,说了我恋爱故事，大家说你们那个时代好人多，现在不同了，册那！你们不是都说坏人变老了吗？60年代生人素质很差吗？哈哈哈。好人坏人的比例每个世代差不多的。我们那时候都讲感情的吗？也不见得，上只角看不起下只角，抽水马桶看不起马桶，祖籍宁波看不起祖籍苏北~~一样的。最关键的不同，是现在财...全文 ,无,2020-02-28 11:43,微博 weibo.com,133,9,39
IwgC4olMa,有些女孩老是碰到渣男，谈了不少不错的男朋友，都没有结果，很奇怪想不通。其实，表面看，这些女孩是“吸渣体质”，老是招渣，实际上，她本身就是“渣女体质”，必须接送，必须表达诚意，诚意要够，不够手也不能摸，必须加名字，必须婚后才能啪~~男人都是狗鼻子，闻到渣味，就逃了。  ,无,2020-02-28 11:27,微博 weibo.com,355,22,111
Iwgx479fn,男的说一个人，“他人很好”，一般是这个人经常抢着买单。说，“她人很好”，一般是这个女人没把他当凯子。女的说一个人，“他人很好”，一般就是他很大方舍得花钱。说，“她人很好”，一般是嘴巴上说好，心里在“切！”  ,无,2020-02-28 11:15,微博 weibo.com,113,10,27
IwgsN50T3,昨天显示增加了9千多个粉丝，实际只涨了2千多，也就是说，有9千多新朋友进来，也有7千多 “老朋友 ” 退出，涨粉真的是不容易，不过，我到是更在意粉丝的质量，我也和政府想法一样，要“夯实发展基础，确保行稳致远 ” 哈哈哈。新粉不太了解我，你们可以到我的微博搜关键词，“房产”，“屌丝”，“富...全文 ,无,2020-02-28 11:04,微博 weibo.com,96,0,44
IwglyxOsk,漂亮女屌丝对男屌丝是不会讲感情的，但她希望富二代对她讲感情，不计较她学历低收入低，不计较她父母卖女儿心态，不计较她的黑历史~~~  ,无,2020-02-28 10:46,微博 weibo.com,308,25,109
IwgjYFCHU,伯爵，你老是年薪房子，这什么乱七八糟的价值观？难道人与人之间就不讲感情了吗？【一般来说，高攀的都希望对方讲感情，男屌丝希望白富美讲感情，女屌丝希望富二代讲感情，希望卢湾刘德华讲感情，想高攀的朋友，他拿得出手的只有感情，其实很廉价，比如多喝开水这种】  ,无,2020-02-28 10:43,微博 weibo.com,263,36,62
IwbBfAYDO,#白岩松谈武汉来京女子确诊新冠肺炎# 她是怎么能够从武汉回到北京的？白岩松：越快公布调查结果越会让大家安心，最重要的是堵住漏洞。不用调查就知道怎么回事，就二条，要么是有人玩忽职守，要么是有人以权谋私。高度重视，绝不允许，严惩不贷～～天天在讲，为啥没有用？要堵就堵这个漏洞  ,无,2020-02-27 22:41,iPhone X,153,4,29
Iwbv9nmvp,二个人，门头撑起来，要同心协力，男的要开源，女的要节流，把家把家，就是家主婆要把家把好。  ,无,2020-02-27 22:26,iPhone X,245,33,31
IwbrN50wp,认识我老婆的第一个圣诞节，我定了烛光晚餐，老婆晓的了讲我：侬算钞票多刹了，啥辰光勿好去切，偏要圣诞节伸头拨人家斩，戆了要西。去退特，侬勿退到辰光侬一家头去～  ,无,2020-02-27 22:18,iPhone X,164,3,60
IwbnPrZq7,我跟老婆谈恋爱的时候，我还没有表现出很大的诚意，她就不让我为她花钱了，吃饭不让去饭店，吃碗猪肝面就好，东西不让我买，“ 侬买勿来额，浪费~” 原来，她已经把我的钱看成是她的钱了，花的心疼，后来，我的钱就真的全部变成她的了。  ,无,2020-02-27 22:08,微博 weibo.com,440,29,91
Iwbi60nEk,常常看到女孩子说“我们兴趣爱好不同”，其实，真的兴趣爱好相同，是件很恐怖的事。一般女孩说起兴趣爱好，基本都是，听音乐，看电影，烘焙，旅游，等等，除了旅游最好相同之外，其他都是无所谓的，我爱好打麻将，老婆也喜欢的话，吓人伐？只要两个爱好相同：爱啪啪爱宠物（或者都不爱）就可以了。  ,无,2020-02-27 21:54,微博 weibo.com,106,11,46
Iwbalz89u,伯爵好，女粉，坐标北京，25岁，外地人，本硕前10大学毕业，年到手20，长相还可，独女。单家境一般，不能支持北京买房，但二老有退休养老，也不会拖累。目前，有个北京土著，30岁，在追我，家境肯定比我好，工作收入比我略差，性格不错我有三个担忧，一是作为外地女能否获得他家里的认可，担心被...全文 ,无,2020-02-27 21:35,iPhone X,316,4,115
Iw9ChBu8m,男孩喜欢一个女孩，最大的诚意是花钱，这是对的。但对女孩来说，不喜欢就不要收礼物，礼物么收的，喜欢么不喜欢的，摸个手么还要讨厌的，这就不好了。有女孩说，我是还没有喜欢他，但我每次收了礼物，都会回礼的。男的送1万的手机，她回个2百的剃须刀，不喜欢也心安理得了，这种女人最垃圾。  ,无,2020-02-27 17:38,微博 weibo.com,607,27,139
Iw8CnrfcL,看好多女孩子的意思，你男生要追我，就要表达出最大的诚意来，你诚意够不够，决定我是否愿意跟你继续交往，男人怎么表达诚意呢？就是约会要接送，节日要送礼，越贵重诚意越够，送包包付房租诚意最够~~那女人怎么表达诚意呢？“我肯跟你出来吃饭约会”就是最大的诚意了！  ,无,2020-02-27 15:06,微博 weibo.com,445,24,169
Iw8xHBbnF,伯爵，能不能开个讨论帖，恋爱多久摸手才算比较稳妥？【女人各式各样的，有的要见过父母才能摸手结婚后才能啪的，也有见面几次互有好感，看电影就摸手的，也有认真交往三个月，一摸手就翻脸的，也有发“520”摸不到手，发“1314”女孩觉得有诚意摸到手的。百花齐放。】  ,无,2020-02-27 14:54,微博 weibo.com,160,5,74
Iw8sJ4b31,伯爵，我男生，28，长相没问题，福田两套房，天河一套，老家多套房还有商铺，工作地产行业年入20+。三个月前在深圳接触了个公务员，老家和我一个地方，同岁，她父母也是公务员，条件较我略差。三个月下来我嘘寒问暖每一天，我以为到要捅破最后一层窗户纸的时候。前几天给她送礼物，她下车前我忍...全文 ,无,2020-02-27 14:42,iPhone X,372,2,100
Iw7Qj836g,伯爵叔，看到有钱男蛮难那篇博客有点感触，我也投个稿。我23岁回国找工作，和家里正闹不愉快（父母生意人希望我去公务员/国企，而我不想进体制内）就自己先在北京租了自如的一个便宜的小房间，才10平米左右。后来同事介绍了一个漂亮女孩儿给我，有一次她来我出租房给送个东西，看到我房间又小又乱...全文 ,无,2020-02-27 13:08,iPhone X,487,4,70
Iw7NzuVxb,爷叔，我想问下大家。我女95后，特别迷信怎么办？相信八字命理甚至还有星座。遇到的朋友，找对象总是喜欢按照属相星座看合不合适？有情感危机的时候也总是拿星座看个性合不合，甚至花钱找出名的算命先生算姻缘，建议离开男友，感情深厚我舍不得，特别纠结。生活中相配的属相，我就会对对方有好感...全文 ,无,2020-02-27 13:01,iPhone X,68,1,43
Iw7kTeJHK,啪啪等级排行1）以结婚为目标，交往中啪，最高级。2）你爱我我爱你，情到浓时啪，排第二。3）你情我愿约P，互相挠痒痒，排第三。4）花钱挠痒痒，买欢啪，排第四。5）学pua，撩菜啪，排第五。6）以谈恋爱为名，玩弄女性白嫖啪，排第五。5）东哥模式，霸王硬上弓，最垃圾。  ,无,2020-02-27 11:50,微博 weibo.com,232,29,89
Iw7cb4yMa,接送女孩卖力的，不是舔狗就是备胎。  ,无,2020-02-27 11:29,微博 weibo.com,200,11,114
Iw78746CY,有个女孩子跟我说过这样一件事，女孩家境很好，互联网上统一规定女孩不能露富，否则会招狼，女孩很低调，有次跟微信群认识的一个男孩约会，聊的还可以，结束男孩一定要送女孩回家，男孩住虹口，女孩卢湾，女孩怕他知道她住的地方，说自己滴滴回去很方便，你是反方向送了再回家就很晚了，明天还要上班，...全文 ,无,2020-02-27 11:19,微博 weibo.com,329,8,100
Iw6WNgRgH,伯爵，如果你生了女儿，有男生来约她出去玩，从来不接送，只会叫她坐地铁，这种男小歪你看得上吗？【大家对坐地铁是不是有什么误解，地铁是穷人坐的吗？有次我坐地铁去虹口看球，被粉丝看到了，在我微博评论里说我：呵呵，产证一斤的大V还坐地铁？中介冒充房东有意思伐？哭笑不得。我谈朋友的时候...全文 ,无,2020-02-27 10:51,微博 weibo.com,268,25,133
Iw6N75ebX,连战爷爷连横写了部《台湾通史》，书生穷的多，不太得志，儿子连震东智质平平，日本大学毕业后在台湾没啥前途，连横就让儿子投奔到朋友张继手下。连震东在刮民党內官做的并不大，但他出生地点好，日本投降后，就做了台湾接收大员，发财了，爆发。大家质疑连家，李敖曾经骂过，全家公务员，台湾首富...全文 ,无,2020-02-27 10:27,iPhone X,101,11,37
Iw660F522,川普女儿伊万卡是蛮漂亮的，到川普已经是富三代了，就等于我说潘鸡贼女儿不好看，你把潘鸡贼的孙女拿出来抬杠了（潘鸡贼好像没女儿，打个比方）富N代肯定男帅女美的，台湾辜家年轻人，个个弹眼落睛的。我们40年，二代大都才刚刚在找女朋友。  ,无,2020-02-27 08:41,iPhone X,156,5,26
Iw2EDvw6y,柳传志的女儿刘青，哇哈哈的女儿宗馥莉，饲料大王的女儿刘畅，都不是美女。美女中产阶层家庭多。不过，有好多人觉得董明珠也是大美女，那就当我什么也没说过。  ,无,2020-02-26 23:55,iPhone X,339,7,94
Iw2x87g5T,大家总以为地主家的儿子，都是又傻又丑的，越有钱的越傻越丑。我的阅历告诉我，有钱人家的儿子，聪明+阳光帅气的比例，相当高，尤其在上海。倒是有钱人家的女儿里，美女比较少。  ,无,2020-02-26 23:37,iPhone X,555,14,122
Iw2aGzAL8,有钱男也蛮难的。某男29岁，海外名校，名下凯德茂名3千万+婚房一套，年入2百万+，平时为人低调。认识一个蛮满意的女孩，没有“亮剑”，怕留下浮夸“有钱了不起啊！”的坏印象，约会地铁，吃饭人均2，3百，慢慢的感觉女孩有点冷落他，微信越回越慢。我跟他说，虽然你也蛮帅的，但毕竟不是吴彦祖，和女...全文 ,无,2020-02-26 22:41,iPhone X,391,10,197
Iw1SVjqru,年薪百万的，公司小姑娘都知道，加上穿着气派，出手阔绰，趾高气扬，外人基本能看出来。年薪三十万的，气度上略显下风，就算家里房子价值过亿，房产证又不能贴在脸上的，也不能老是把豪车钥匙扔桌上，自然就输给年薪百万或者学过pua的装百万的了，一般小姑娘不懂的。  ,无,2020-02-26 21:57,iPhone X,171,11,39
Iw1PnuiDd,伯爵，本人离异有一女孩10岁。认识一个美籍华人，离异大我8岁。交往一年，感觉有些节约小气。最近我打算置换房子，现款900w，贷款200w。他提出来每月他付贷款，但是要加名字。怎么有怎么不要脸的男人【美籍华人里男人节约小气是标配（大多数）这么不要脸的还是蛮少见的。】  ,无,2020-02-26 21:49,iPhone X,224,3,73
Iw1Mx2lWP,伯爵，上海男生，香港硕士，金融央企两年工作30w，家产1e，但是，最近一直很纠结，网上遇到的几个女生，聊的不错 ，但都约不出来，现在周围竟然没有合适女生了，我的感情经历也不丰富，想请教您下，要跟他们说家里很有钱吗？【要说，不一定要实话实说，但可以说已有名下婚房2千万之类的，或者说准备...全文 ,无,2020-02-26 21:42,iPhone X,258,6,81
Iw0wQwf21,姐姐送弟弟房子后续～伯爵您好！自从上次决定给弟弟房子投稿后，网友的肯定给了我莫大的鼓励，这几天我们已经行动起来了，但是心理压力始终还是有的，闲下来我会一条条看网友的回复和建议，不管正面的还是反面的，都给了我很大的帮助，您这儿像极了我的一个宝藏树洞。您发起的投票，我第一反应是大...全文 ,无,2020-02-26 18:30,iPhone X,560,8,131
IvZ6IAbdy,【伯爵茶征婚】独生女，91年，上海土著，身高170，已附照片，在美国待了快三年，研究生毕业回国，目前是500强外企市场部经理，喜欢撸猫 看书 看电影 画画 做美食（厨艺经常被夸奖）性格属于可爱+有趣+善解人意型，家庭条件上海小康 。择偶条件：1⃣️同龄或者比我大 ，在上海（上海本地，或者工...全文 ,无,2020-02-26 14:53,iPhone X,209,3,92
IvYkbixQT,#楼市杂谈#  内环的房价，是由在上海的10%的人决定的，他们觉得便宜就是便宜，他们觉得跌差不多了就是差不多了，其他人觉得太贵了，大家口袋里都没有钱了，没人买的起的~~~没有意义。其他城市也是如此。  ,无,2020-02-26 12:54,微博 weibo.com,157,17,31
IvY7U5S9W,#安家# 描写上海的电视剧很多，我觉得最好的是《孽债》，根据作家叶辛的同名小说改编，黄蜀芹执导，赵有亮等主演，都是上海人。无论是情节，场景，人物~~都非常贴切，真实，到位。后来，上海人自己弄的描写上海现实的电视剧几乎不见了，话语权诠释权拱手相让，以上海为背景的电视剧不少，但全部是外...全文 ,无,2020-02-26 12:23,微博 weibo.com,485,47,167
IvXwjxUQY,爸妈对儿子未来儿媳妇有期待，希望找个什么什么样的，很正常，怎么就奇葩了呢？大家都希望孩子读清华北大，读985，奇不奇葩？最后考上个211，全家还不是一样兴高采烈，开开心心的。儿子找未来媳妇也是一样，希望是希望，真找回来个活生生的可爱女孩子，一样也会喜欢的。  ,无,2020-02-26 10:51,微博 weibo.com,318,6,54
IvXqSqeAR,昨天介绍的电影《美国之子》大家误以为是讲穷人富人的故事，然后是批判穷人的自卑敏感玻璃心，大错特错。如果是这样怎么会深刻呢？片中的黑人女子，是心理学博士大学教授，儿子是在“很贵”的私立高中读书，全校仅有三个黑人。尽管已是社会精英，但流淌在他们血液里的东西，要和世界和平相处，还是...全文 ,无,2020-02-26 10:37,微博 weibo.com,114,11,29
IvXhwlwuY,昨晚澳洲留学小朋友的投稿，他的困惑，大家都没有get到他的点，那个点其实是个哲学问题，蛮深刻的。留学生先是讲了自己还是处男，连kiss也没有过，来说明他根本就没有撩妹技术，更不具备约P的能力。但有强力的性冲动。大家诟病最多的是“妈宝”，“全家宝”，其实他是诙谐的描述了家里长辈对未来儿...全文 ,无,2020-02-26 10:14,微博 weibo.com,255,10,104
IvSJ5egf8,伯爵爷叔，我上海人留澳硕士，刚过完24生日，到现在还是处男，连和女生接吻都没有。该不该去嫖C？国外嫖C不犯法。按照我妈要求，女生不准养狗养猫，按照我爸要求，不准扶贫 按照我外婆要求，不准找外地人，按照我自己要求，好看身材好，165以上。基本上找不到了，现在很想尝尝肉味很是纠结。能不能给...全文 ,无,2020-02-25 22:39,iPhone X,911,3,166
IvQuPxgHs,#楼市杂谈#  “ 房住不炒 ” 是天条，谁也不能动的，随之衍生出一系列严控政策，慢慢发现市场有了变化，天条是不能动的，就弄出来一个“ 因城施策 ”，其实是在修正了，一线城市属于于“炒房”的政策，在其他城市尤其是非限购城市，变成了惠民政策。最近都在偷偷摸摸出台，嘴有二张皮，随便怎么翻。  ,无,2020-02-25 16:58,微博 weibo.com,69,6,35
IvQo9ARru,加名字后离婚，有的律师说，不要紧，你把当时付款证明拿出来就行了。有的律师说，拿出来也没用，当时加名字算是赠与行为，如果没有约定份额，就是一人一半。很想听听法官怎么说？但微博上查不到。  ,无,2020-02-25 16:41,微博 weibo.com,175,19,70
IvPfr64zX,二十多年前，23岁的青岛女孩纪然冰认识了58岁的台湾电子业富商彭增吉，三年后在洛杉矶生下一个儿子。儿子五个月时，纪和儿子在洛杉矶被原配林氏杀害。林和彭的儿子当时在洛杉矶留学，警方怀疑他也有参与谋杀案，后因证据不足排除。彭增吉出高价委托律师帮林氏辩护，林在美坐牢7年后被保释。案件扑...全文 ,无,2020-02-25 13:47,iPhone X,1579,45,223
IvOZZ5s4N,伯爵，谈了个男朋友五个多月，就想睡我，我不敢，我怕对以后有影响，，冷战中，我也不知道怎么办了，是要分手还是怎样，大家给给意见嘛【你不喜欢他，分手算了，又不是五天就想睡你，五个月不想睡你的男人你敢要吗？吓人的哦。】  ,无,2020-02-25 13:09,iPhone X,452,15,133
IvOWrfUvc,这么多互联网大佬，只有一个东哥喜欢玩女大学生？你相信吗？我是不相信的，但只有东东一个人惹上了强奸官司，东东自己要不要检讨检讨？骂他是为他好。  ,无,2020-02-25 13:00,iPhone X,272,8,48
IvOOeFvNJ,伯爵，按你的标准，强哥也是好男人啊，你为啥老是要骂他？【东哥纯花插插我不骂的，他花到全世界都知道，还不肯花钱摆平，就该骂，奶茶也要面子的呀！】  ,无,2020-02-25 12:40,微博 weibo.com,126,5,23
IvOIwpuxR,什么是好老婆标准：1）不出钱不加名字，2）陪老公打游戏，3）不作不闹不和她同学老公比，4）没有虚荣心一只包包背十年。5）风骚浪漫有技巧，6）相夫教子家务全包。7）真心对婆婆好。哈哈哈哈，是不是？  ,无,2020-02-25 12:26,微博 weibo.com,330,31,118
IvODBui70,我问老婆，马云是好男人伐？老婆说，马云当然是好男人，这么多钱，不好也好了，但你肯定不能算好男人。我再问：那你心目中好男人的标准是啥？ 老婆说：1）上交工资，2）陪我逛街陪我追剧，3）争吵后主动道歉，4）听话听音接我翎子，5）风趣幽默懂浪漫，6）帮我一起做家务。我：  ,无,2020-02-25 12:14,微博 weibo.com,156,14,63
IvOvolvIB,电影《美国之子》，非常有意思，整个电影只有一个场景，二个白人二个黑人，情节推动全部靠他们之间的对话，一个半小时的电影没有尿点。主要讲种族问题，黑人内心的自卑，敏感，玻璃心~~已经存入在血液中，白人彬彬有礼，也是鸡同鸭讲~~电影描述的非常细腻和深刻，换成本地人外地人，其实也是如此。  ,无,2020-02-25 11:54,微博 weibo.com,86,18,18
IvOnK5fl8,伯爵，投稿，我是普通家境上海女，211本科，老公比我大10岁外地人，认识的时候我30未婚，老公40离异。老公是上海一家法国公司的采购总监，年薪80万，离异后房子给了前妻，在我家的老破小里结了婚。想着过个几年，再置换一套大点的学区房。二年前，有人举报，老公猜是副总监，举报老公吃回扣，虚报差...全文 ,无,2020-02-25 11:35,微博 weibo.com,511,18,105
IvNZD9orr,好男人 都有漂亮学历马云：嗯？好男人 都五官端正马云：你妈个六儿好男人 都不讲粗话直到马云和柳传志聊天的视频流传出来好男人 都洁身自好直到马云和高晓松去会所的视频流传出来好男人 都不喝酒不抽烟直到马云端着威士忌叼着雪茄照片流传出来是不是好男人，主要是看伊房子买好了伐对...全文 ,无,2020-02-25 10:36,微博 weibo.com,171,18,43
IvNh0cA81,打高尔夫最好，不但能锻炼身体，还是出轨的好掩护，“打球去了”，“打球不接电话”，“去XX打球，飞机去，三天后回来”～～ OK伐？女人也有的，等会说。  ,无,2020-02-25 08:46,iPhone X,127,5,37
IvNdsmFif,今天，老婆看了看我头发，讲：侬想想好，留还是勿留，侬个卖相，列宁是勿可能的，最多李九松。  ,无,2020-02-25 08:37,iPhone X,74,1,38
IvNbBFfG1,伯爵，想问你，“没有所谓的情商低，只是人家不够喜欢你。” 您觉得这句话说得对不对？【对的，开法拉利的情商都比较高。】  ,无,2020-02-25 08:32,iPhone X,103,7,15
IvN9Mcllc,伯爵，一般女的要求男的“无不良嗜好”，到底是指什么？是不抽烟不喝酒不打游戏？那我喜欢喝茶算不算？开销比他们抽烟喝酒还大。【女人眼里，要花钱的爱好都是不良嗜好不务正业，赚钱给女人花才叫正业。OK？】  ,无,2020-02-25 08:28,iPhone X,146,4,59
IvIZMmBNV,古人说：人无癖不可与交，以其无深情也；人无疵不可与交，以其无真气也 。意思是：一个人没有很深的癖好，不可跟他交往，因为他没有用情很深的东西，一个人没有缺点，不可以跟他交往，因为他比较虚伪。懂什么意思了吗？女孩子找男朋友也要这样，“样样好”的男人，可能就是个白开水伪君子。...全文 ,无,2020-02-24 21:52,微博 weibo.com,270,67,45
